0,0.103714
1,0.057829
2,0.029125
3,0.014482
4,0.009959
5,0.008700
6,0.008188
7,0.007836
8,0.007532
9,0.007257
10,0.007004
11,0.006773
12,0.006560
13,0.006366
14,0.006188
15,0.006026
16,0.005878
17,0.005742
18,0.005619
19,0.005506
20,0.005404
21,0.005310
22,0.005225
23,0.005148
24,0.005077
25,0.005012
26,0.004953
27,0.004899
28,0.004850
29,0.004805
30,0.004764
31,0.004727
32,0.004693
33,0.004662
34,0.004634
35,0.004608
36,0.004585
37,0.004563
38,0.004544
39,0.004526
40,0.004510
41,0.004495
42,0.004482
43,0.004470
44,0.004459
45,0.004449
46,0.004440
47,0.004431
48,0.004424
49,0.004417
50,0.004410
51,0.004405
52,0.004399
53,0.004394
54,0.004390
55,0.004385
56,0.004381
57,0.004378
58,0.004374
59,0.004371
60,0.004367
61,0.004364
62,0.004361
63,0.004358
64,0.004355
65,0.004352
66,0.004349
67,0.004347
68,0.004344
69,0.004341
70,0.004338
71,0.004336
72,0.004333
73,0.004330
74,0.004327
75,0.004325
76,0.004322
77,0.004319
78,0.004316
79,0.004314
80,0.004311
81,0.004308
82,0.004305
83,0.004303
84,0.004300
85,0.004297
86,0.004295
87,0.004292
88,0.004289
89,0.004286
90,0.004284
91,0.004281
92,0.004278
93,0.004276
94,0.004273
95,0.004271
96,0.004268
97,0.004266
98,0.004263
99,0.004261
100,0.004258
101,0.004256
102,0.004253
103,0.004251
104,0.004248
105,0.004246
106,0.004244
107,0.004241
108,0.004239
109,0.004237
110,0.004235
111,0.004233
112,0.004230
113,0.004228
114,0.004226
115,0.004224
116,0.004222
117,0.004220
118,0.004218
119,0.004216
120,0.004214
121,0.004212
122,0.004211
123,0.004209
124,0.004207
125,0.004205
126,0.004203
127,0.004202
128,0.004200
129,0.004198
130,0.004197
131,0.004195
132,0.004194
133,0.004192
134,0.004191
135,0.004189
136,0.004188
137,0.004186
138,0.004185
139,0.004183
140,0.004182
141,0.004181
142,0.004179
143,0.004178
144,0.004177
